id,name,slug,parent_id,depth,priority,max_weight,frozen,rate,has_ingredients_book
100616,Biscotti e pasticceria,2-alt-biscotti-pasticceria,63,1,6,0,0,,0
100617,Snack dolci,2-alt-snack-dolci,63,1,5,0,0,,0
100618,Confetture e creme dolci,2-alt-confetture-creme,63,1,4,0,0,,0
100619,Cioccolato,2-alt-cioccolato,63,1,3,0,0,,0
100620,Caramelle,2-alt-caramelle,63,1,2,0,0,,0
100621,Snack salati,2-alt-snack-salati,63,1,1,0,0,,0
100622,Bevande analcoliche,2-alt-bevande-analcoliche,64,1,3,0,0,,0
100623,Succhi di frutta,2-alt-succhi-frutta,64,1,2,0,0,,0
100624,Alcolici,2-alt-alcolici,64,1,1,0,0,,0
100625,Viso,2-alt-viso,65,1,8,0,0,,0
100626,Corpo,2-alt-corpo,65,1,7,0,0,,0
100627,Bagnoschiuma e deodoranti,2-alt-bagnoschiuma-deodoranti,65,1,6,0,0,,0
100628,Saponi,2-alt-saponi,65,1,5,0,0,,0
100629,Capelli,2-alt-capelli,65,1,4,0,0,,0
100630,Igiene Orale,2-alt-igiene-orale,65,1,3,0,0,,0
100631,Cosmesi per il bimbo,2-alt-cosmesi-bimbo,65,1,2,0,0,,0
100632,Integratori e vitamine,2-alt-integratori-vitamine,65,1,1,0,0,,0
100633,Detersivi bucato e bagno,2-alt-detersivi-bucato,66,1,2,0,0,,0
100634,Detersivi superfici e stoviglie,2-alt-detersivi-superfici,66,1,1,0,0,,0
100635,Ricorrenze,2-alt-ricorrenze,67,1,1,0,0,,0
100636,Colombe,second-colombe,30,1,0,0,0,,0
100637,Lozioni e repellenti,2-lozioni-repellenti,19,1,0,0,0,22.0,0
100645,"Minestroni, Zuppe e Vellutate",minestroni-zuppe-vellutate,15,1,0,0,0,,0
